TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TKR;76,18;0,89;16,25;1,82;0,81;30,99;12,79;7,24;9,20;12,23;3,03;0,60;1,18;2,98;-1,35;3,15;11,22;4,98;9,43;0,44;0,53;0,69;-18,98;-28,54;;41,70;4,68;-0,18;5.323.484.670,00
TLC;7,09;;-10,31;14,99;6,26;100,00;-306,58;-291,86;-9,82;-9,44;0,38;-0,58;30,10;12,64;-24,22;3,01;-145,38;-60,71;-91,51;0,42;0,58;0,21;;;;0,47;-0,69;1,66;298.329.475,00
TLGT;0,17;;-0,17;-0,36;0,17;-19,39;-260,91;-197,78;-0,13;-0,91;-0,78;;0,34;0,41;-0,41;4,10;-210,44;-101,27;-168,14;-0,48;1,48;0,51;0,47;;;-0,47;-0,99;0,00;15.778.975,00
TLK;16,69;;9,75;1.675,00;956,11;100,00;33,48;17,53;5,10;5,10;0,00;-0,03;1,71;-30.163,52;-1.201,26;0,87;17.184,87;9.809,31;22.330,97;0,57;0,43;559,72;-2,09;0,00;;0,01;1,71;-0,33;16.523.578.296,00
TLMD;3,00;;-6,02;1,82;1,11;32,14;-44,12;-53,52;-7,30;-8,45;-1,15;0,29;3,22;7,21;-1,42;3,32;-30,24;-18,43;-16,47;0,61;0,39;0,34;;;;1,65;-0,50;0,06;304.008.600,00
TLMDW;0,84;;-1,68;0,51;0,31;32,14;-44,12;-53,52;-2,04;-8,45;-1,15;0,29;0,90;2,02;-0,40;3,32;-30,24;-18,43;-16,47;0,61;0,39;0,34;;;;1,65;-0,50;0,02;304.008.600,00
TLND;65,97;;-25,64;339,70;5,57;77,81;-28,07;-28,29;-25,84;-25,48;0,36;-4,71;7,25;35,39;-16,41;1,31;-1.324,77;-21,71;-56,72;0,02;0,98;0,77;30,50;;;0,19;-2,57;-0,70;2.171.046.312,00
TLRY;0,49;;-0,54;0,18;0,15;30,88;-110,92;-112,36;-0,55;-0,58;-0,03;0,01;0,61;1,19;-0,19;2,62;-34,03;-27,29;-31,27;0,80;0,20;0,24;36,42;;;2,65;-0,90;0,00;503.966.421,00
TLS;3,08;;-4,22;1,80;1,44;32,63;-48,62;-49,19;-4,27;-3,36;0,92;-0,39;2,08;3,22;-3,55;4,00;-42,62;-34,00;-39,30;0,80;0,20;0,69;-7,42;;;1,72;-0,73;-0,06;227.067.723,00
TLYS;1,57;;0,00;0,00;0,00;25,76;-8,32;-12,09;0,00;1,28;1,28;-0,46;0,00;0,00;0,00;0,13;-52,66;-15,51;-49,70;0,29;0,71;1,28;3,11;-8,02;;3.345,43;-1.761,65;0,00;48.243.040,00
TM;170,02;1,53;6.694,34;1,06;0,41;21,01;11,98;10,67;5.964,74;7.565,55;1.600,82;0,29;714,53;20,09;-0,63;1,06;0,02;0,01;0,01;0,39;0,61;0,00;2,99;10,74;;159,99;0,03;-67,11;221.451.689.376,00
TMDI;0,14;;-0,58;0,97;0,61;100,00;-48,52;-89,51;-1,07;0,31;1,38;-1,26;0,52;1,18;-3,86;2,58;-167,54;-104,57;-90,81;0,62;0,38;1,17;;;;0,14;-0,24;0,00;15.664.698,00
TMDX;125,68;;86,97;15,99;5,08;59,47;13,18;10,03;66,17;69,28;3,11;0,75;8,72;9,45;-12,84;9,10;18,38;5,84;8,14;0,32;0,68;0,58;79,64;;;7,87;1,45;-0,15;4.256.968.716,00
TME;20,06;0,89;0,16;4,31;3,14;38,25;2,03;19,09;1,53;1,41;-0,12;-0,33;0,03;13,17;-5,40;2,33;2.643,74;1.924,59;-282,68;0,73;0,27;100,84;1,28;11,27;;4,68;123,65;0,00;31.095.717.168,00
TMHC;62,71;;6,96;1,06;0,67;24,28;14,18;10,84;5,32;6,76;1,44;0,29;0,75;;-0,67;;15,22;9,66;11,31;0,63;0,37;0,89;11,39;28,24;;59,36;9,03;0,39;6.305.098.914,00
TMO;421,90;0,29;24,45;3,22;1,61;41,34;19,58;15,18;18,96;22,32;3,36;0,57;3,71;15,61;-2,10;1,77;13,19;6,58;9,48;0,50;0,50;0,43;10,92;11,38;;130,84;17,26;0,20;159.234.476.898,00
TMST;20,42;;25,25;1,21;0,76;9,75;6,91;2,73;9,97;7,57;-2,40;-0,29;0,69;2,08;-1,68;3,05;4,78;3,02;4,69;0,63;0,37;1,11;0,01;;;16,92;0,81;-0,33;881.221.016,00
TMUS;238,71;1,38;22,75;4,44;1,26;63,76;22,81;14,41;14,37;18,32;3,95;1,22;3,28;71,11;-1,45;1,16;19,50;5,55;10,41;0,28;0,72;0,39;12,59;26,74;;53,82;10,50;0,63;271.076.163.174,00
TMX;38,06;;71,17;1,90;1,03;40,74;7,35;3,10;30,04;34,04;4,00;0,25;2,21;30,04;-1,22;1,28;2,67;1,45;3,21;0,54;0,46;0,47;3,45;-4,21;;20,04;0,53;-0,80;4.625.991.282,00
TNAV;4,79;;36,16;2,24;0,78;46,71;2,41;2,61;39,22;22,01;-17,21;-0,98;0,94;2,66;-1,97;1,94;6,20;2,15;4,80;0,35;0,65;0,82;5,52;;;2,14;0,13;-0,30;229.920.000,00
TNC;81,93;1,07;22,26;2,44;1,29;42,07;7,58;5,40;15,86;17,26;1,40;0,22;1,20;5,19;-2,42;2,14;10,95;5,80;9,25;0,53;0,47;1,07;2,49;12,82;;33,47;3,67;-0,56;1.522.871.740,00
TNDM;16,31;;-5,89;6,97;1,17;52,22;-16,99;-18,71;-6,48;-6,37;0,11;-0,12;1,10;2,89;-4,19;2,30;-118,40;-19,94;-34,97;0,17;0,83;1,07;21,01;;;2,33;-2,76;0,06;1.083.033.072,00
TNET;73,95;0,71;21,41;56,75;0,95;17,42;5,54;3,34;12,91;11,50;-1,41;-6,19;0,72;16,94;-3,89;1,08;265,08;4,42;21,70;0,02;0,98;1,32;5,29;-3,98;;1,30;3,45;-0,43;3.575.248.904,00
TNK;44,87;1,68;0,01;876,74;780,17;50,69;39,50;31,94;0,00;-1,41;-1,42;-306.283,91;0,00;0,00;0,00;5,66;17.499.871,91;15.572.390,23;21.618.399,70;0,89;110.142,62;487.548,43;5,43;57,72;;0,05;8.912,22;0,00;1.540.036.545,00
TNP;29,28;;-7,81;0,63;0,28;33,37;6,92;-17,37;19,58;44,59;25,01;0,80;1,36;-24,25;-0,32;0,90;-8,03;-3,61;1,66;0,45;0,55;0,21;10,92;;;46,70;-3,75;-0,03;863.923.968,00
TNXP;34,75;;-1,92;1,40;1,31;29,81;-1.313,87;-1.313,87;-1,92;-0,92;1,00;-0,73;25,17;1,84;-5,84;12,31;-73,13;-68,40;-73,13;0,94;0,06;0,05;;;;24,63;-18,01;-0,06;252.702.150,00
TOL;116,47;0,20;8,32;1,44;0,81;26,15;17,11;12,95;6,29;7,39;1,10;0,25;1,08;;-0,81;;17,36;9,72;12,84;0,56;0,44;0,75;8,47;21,64;;80,96;14,06;-0,65;11.476.377.090,00
TOMZ;1,06;;-6,20;5,52;2,13;46,81;-36,67;-41,74;-7,06;-7,70;-0,65;0,51;2,59;5,63;-6,67;2,25;-89,07;-34,37;-46,50;0,39;0,61;0,82;4,05;;;0,19;-0,17;2,12;21.216.112,00
TOPS;5,83;;9,20;0,21;0,06;65,13;-16,32;80,40;-45,32;-481,03;-435,71;2,02;7,40;-1,29;-0,06;0,28;2,29;0,67;-0,15;0,29;0,71;0,01;5,44;;;27,38;0,63;0,09;26.646.912,00
TOST;43,51;;159,35;15,05;9,82;24,65;3,10;3,03;155,41;146,22;-9,19;-0,89;4,82;19,70;-56,96;2,51;9,44;6,16;9,44;0,65;0,35;2,04;49,46;;;2,89;0,27;;25.176.968.448,00
TOT;48,30;;-30,37;1,07;0,44;39,20;-0,81;-3,28;-122,86;-141,02;-18,16;0,16;1,00;8,97;-0,64;1,19;-3,52;-1,46;-1,81;0,41;0,59;0,44;-3,55;;;45,17;-1,59;0,21;119.416.726.800,00
TOUR;0,84;4,29;-2,69;0,61;0,31;39,83;-101,20;-85,94;-2,28;1,24;3,52;-0,94;2,31;1,46;-0,94;1,46;-22,81;-11,48;-26,64;0,50;0,50;0,13;-26,47;;;1,37;-0,31;0,03;97.462.176,00
TOWN;35,74;2,84;14,80;1,45;0,16;94,57;0,00;26,07;;;;-1,28;3,86;-1,74;-0,70;0,89;9,77;1,08;;0,11;0,89;0,04;11,97;26,21;;24,81;2,42;-1,16;2.704.493.977,00
TPB;73,19;0,29;31,45;6,65;2,35;55,42;21,30;10,99;16,22;18,59;2,36;0,97;3,46;6,62;-4,34;4,42;21,13;7,47;13,51;0,35;0,65;0,68;-0,07;23,65;;11,16;2,36;-0,32;1.327.001.130,00
TPC;48,28;;-16,85;2,20;0,57;4,78;-1,50;-3,35;-37,54;-40,41;-2,87;0,17;0,56;2,96;-2,64;1,33;-13,06;-3,40;-6,25;0,26;0,74;1,02;-0,56;;;22,01;-2,87;-0,40;2.551.855.050,00
TPCO;17,26;;17,27;2,15;1,19;100,00;0,54;5,24;167,93;109,25;-58,68;-0,75;0,90;4,14;-2,76;2,03;12,47;6,90;1,17;0,55;0,45;1,32;-14,91;;;8,02;1,00;-0,09;636.450.418,00
TPGY;10,04;;5,18;-33,90;1,24;;;;5,18;5,18;0,01;;;-33,90;-1,25;0,26;-654,77;23,90;-1.070,82;-0,04;0,05;0,00;;;;-0,30;1,94;-0,02;439.250.000,00
TPGY.U;10,05;;5,18;-33,93;1,24;;;;5,18;5,18;0,01;;;-33,93;-1,25;0,26;-654,77;23,90;-1.070,82;-0,04;0,05;0,00;;;;-0,30;1,94;-0,02;439.250.000,00
TPH;32,69;;7,01;0,89;0,61;23,52;13,34;9,85;5,18;5,35;0,18;0,03;0,69;;-0,61;;12,73;8,77;9,99;0,69;0,31;0,89;7,82;16,19;;36,63;4,67;0,46;2.964.912.270,00
TPIC;0,98;;-0,21;-0,11;0,07;-2,86;-6,74;-16,57;-0,52;-5,22;-4,70;;0,04;-0,85;-0,20;0,88;-54,09;-34,14;-52,32;-0,63;1,63;2,06;-1,51;;;-8,65;-4,68;0,04;48.163.500,00
TPL;1.050,45;0,42;52,28;19,95;17,78;100,00;80,70;63,24;40,97;40,18;-0,79;-0,38;33,06;;-17,78;;38,15;34,01;38,15;0,89;0,11;0,54;7,55;7,33;;52,47;20,02;8,49;24.059.197.799,00
TPR;91,64;0,77;22,03;12,68;2,59;75,09;16,17;12,50;17,03;18,51;1,47;1,10;2,75;15,35;-4,26;1,76;57,54;11,77;22,92;0,20;0,80;0,94;2,05;4,87;;7,19;4,14;-1,71;18.939.260.219,00
TPRE;10,21;;42,61;1,16;0,47;16,46;6,03;5,09;36,00;9,70;-26,30;-0,85;2,17;;-0,47;;2,72;1,10;2,31;0,40;0,60;0,22;13,14;31,82;;8,80;0,24;-0,33;1.655.742.427,00
TPTX;76,01;;-11,12;4,80;4,51;100,00;-33.959,03;-33.959,03;-11,12;-8,73;2,39;-1,03;3.775,94;4,87;-326,20;16,83;-43,16;-40,59;-43,16;0,94;0,06;0,00;;;;15,84;-6,84;-0,09;3.806.147.543,00
TPVG;7,19;12,45;7,91;0,84;0,40;100,00;92,42;51,04;4,37;9,43;5,06;0,97;4,04;;-0,40;;10,59;5,00;9,18;0,47;0,53;0,10;1,28;0,18;;8,62;0,91;-0,04;290.883.144,00
TPVY;25,30;;27,69;2,93;1,39;100,00;92,42;51,04;15,29;9,43;5,06;0,97;14,13;;-1,39;;10,59;5,00;9,18;0,47;0,53;0,10;1,28;0,18;;8,62;0,91;-0,14;290.883.144,00
TPX;68,78;0,38;30,66;21,16;2,61;44,33;12,78;7,96;19,09;22,56;3,47;3,84;2,44;83,23;-3,50;1,14;69,00;8,53;18,33;0,12;0,87;1,07;12,75;29,65;;3,25;2,24;-37,63;11.943.846.462,00
TR;35,31;0,76;29,00;2,94;2,26;35,57;18,06;12,39;19,90;18,55;-1,36;-0,20;3,59;10,29;-3,18;4,21;10,13;7,80;10,11;0,77;0,23;0,63;6,53;5,99;;12,05;1,22;-0,29;2.582.265.908,00
TRC;17,64;;87,20;1,01;0,78;78,28;6,52;12,81;171,41;193,76;22,34;0,13;11,17;;-0,78;;1,16;0,89;0,39;0,77;0,23;0,07;-3,29;-12,95;;17,58;0,20;1,16;476.872.488,00
TRCH;4,95;;-64,66;13,03;12,86;-21,62;-8.813,51;-10.039,64;-73,65;-72,31;1,34;-0,24;6.491,35;31,54;-22,18;34,11;-20,15;-19,89;-17,69;0,99;0,01;0,00;-34,77;;;0,38;-0,08;10,77;720.540.315,00
TREB;9,44;;-2.978,78;-10,64;1,18;;;;-2.978,78;-2.977,92;0,86;;;-264,69;-1,18;0,11;-0,36;-0,04;0,36;-0,11;1,11;0,00;;;;-0,89;0,00;;610.650.000,00
TREB.U;9,66;;-3.048,20;-10,89;1,21;;;;-3.048,20;-2.977,92;0,86;;;-270,86;-1,21;0,11;-0,36;-0,04;0,36;-0,11;1,11;0,00;;;;-0,89;0,00;;610.650.000,00
TREB.WS;1,05;;-331,33;-1,18;0,13;;;;-331,33;-2.977,92;0,86;;;-29,44;-0,13;0,11;-0,36;-0,04;0,36;-0,11;1,11;0,00;;;;-0,89;0,00;;610.650.000,00
TREC;9,81;;25,81;1,16;0,79;11,32;3,02;2,98;25,47;26,45;0,98;0,04;0,77;3,75;-1,14;3,26;4,50;3,07;3,34;0,68;0,32;1,03;5,12;-23,89;;8,45;0,38;-0,59;232.017.291,00
TREE;38,35;;-9,49;5,04;0,67;96,15;-5,28;-5,67;-10,18;-17,34;-7,16;3,54;0,54;12,46;-1,00;1,20;-53,11;-7,09;-8,81;0,13;0,87;1,25;-4,04;;;7,66;-4,07;0,16;522.594.072,00
TREX;57,89;;31,63;6,87;3,81;40,60;24,00;17,69;23,32;24,95;1,64;0,48;5,60;-667,44;-5,96;0,98;21,73;12,05;14,61;0,55;0,45;0,68;9,09;9,36;;8,49;1,84;-1,44;6.254.550.910,00
TRGP;171,04;0,87;31,02;15,23;1,64;27,08;15,94;7,35;14,31;20,60;6,29;6,70;2,28;-33,29;-1,80;0,65;49,11;5,28;11,76;0,11;0,89;0,72;13,57;;;11,30;5,55;3,49;37.346.995.904,00
TRHC;10,50;;-2,98;-3,64;0,80;23,61;-16,00;-28,23;-5,25;-10,04;-4,79;;0,84;5,36;-1,36;1,57;-122,26;-26,82;-21,37;-0,22;1,22;0,95;17,54;;;-2,89;-3,53;0,17;284.033.400,00
TRI;201,73;1,13;95,90;7,37;4,27;33,03;22,22;14,35;61,94;64,16;2,22;0,26;13,76;-83,82;-4,81;0,68;7,68;4,46;8,88;0,58;0,42;0,31;4,21;7,13;;27,26;2,09;-1,12;90.438.043.584,00
TRIB;0,73;;-1,03;0,00;0,00;39,97;4,32;-15,10;3,61;24.484,25;24.480,65;;0,16;0,00;0,00;1,64;-0,05;-0,01;0,01;-0,27;1,27;0,00;-7,41;;;-1.413,80;-0,70;0,00;13.415.040,00
TRIL;18,44;;-108,27;7,96;7,30;100,00;-146.760,47;-41.586,05;-30,68;-26,71;3,97;-1,03;45.025,81;8,03;-846,20;12,04;-7,35;-6,74;-26,05;0,92;0,08;0,00;;;;2,32;-0,17;1,19;1.936.109.644,00
TRIP;17,24;;38,90;3,21;0,75;92,76;7,07;2,88;15,86;16,35;0,49;0,10;1,12;2,94;-1,62;1,90;8,24;1,92;5,37;0,23;0,77;0,67;3,30;-47,55;;5,44;0,45;0,32;2.061.888.066,00
TRIT;1,64;;97,95;27,29;0,53;;;;97,95;97,94;-0,01;0,00;;-129,57;-0,53;0,04;27,86;0,54;27,86;0,02;0,04;0,00;;;;0,06;0,02;;136.441.228,44
TRITW;0,29;;17,32;4,83;0,09;;;;17,32;97,94;-0,01;0,00;;-22,91;-0,09;0,04;27,86;0,54;27,86;0,02;0,04;0,00;;;;0,06;0,02;;136.441.228,44
TRMB;79,02;;12,79;3,22;1,91;63,11;57,62;40,67;9,03;9,39;0,36;0,13;5,20;58,28;-2,50;1,16;25,14;14,97;20,90;0,60;0,40;0,37;-74,27;-68,87;;24,62;6,19;0,04;18.888.924.873,00
TRMD;17,88;22,27;0,00;1,45;0,73;84,91;176.791,87;167.763,88;0,00;0,00;0,00;0,62;5,13;5,62;-0,95;2,25;47.375,37;23.768,89;28.254,83;0,50;0,50;0,14;17,62;29,79;;12,40;5.874,98;0,00;1.759.225.104,00
TRMK;38,45;2,44;9,92;1,15;0,13;0,00;10,32;25,03;24,06;-5,59;-29,64;-1,42;2,48;;-0,13;;11,63;1,29;3,26;0,11;0,89;0,05;6,08;8,19;;33,42;3,89;0,20;2.333.225.808,00
TRN;28,97;1,92;17,40;2,26;0,27;22,62;17,02;4,79;4,90;16,26;11,36;5,24;0,83;6,29;-0,31;1,70;12,99;1,58;6,59;0,12;0,88;0,33;0,49;0,12;;12,90;1,68;1,90;2.380.651.210,00
TRNS;88,10;;56,65;2,87;2,13;32,13;6,87;5,21;43,00;44,63;1,63;0,11;2,95;18,70;-2,68;2,29;5,06;3,77;4,79;0,74;0,26;0,72;9,97;12,47;;30,79;1,56;8,91;822.287.025,00
TROW;99,74;5,01;10,94;2,12;1,58;100,00;38,15;28,38;8,14;5,90;-2,24;-0,58;3,10;;-1,58;;19,40;14,41;19,70;0,74;0,19;0,51;4,78;-0,29;;47,18;9,15;2,80;22.060.251.093,00
TROX;5,47;6,76;-5,86;0,53;0,14;16,26;4,34;-4,94;6,66;28,15;21,48;1,69;0,29;0,71;-0,23;2,28;-8,96;-2,47;0,24;0,28;0,72;0,50;3,08;;;10,56;-0,95;0,10;879.466.875,00
TRP;47,68;1,45;20,17;1,93;0,58;68,26;44,70;22,32;10,07;17,78;7,71;1,48;4,50;-12,14;-0,64;0,64;9,59;2,88;6,53;0,30;0,70;0,13;-1,30;0,46;;24,69;2,37;0,32;49.662.905.358,00
TRQ;31,42;;11,51;0,65;0,43;59,69;41,73;28,43;7,84;11,47;3,62;0,30;3,27;-14,00;-0,46;0,67;5,68;3,71;5,54;0,65;0,35;0,13;10,37;44,90;;48,07;2,73;-0,98;6.322.690.588,00
TRS;29,90;0,53;38,60;1,77;0,87;21,69;6,30;3,36;20,57;27,36;6,79;0,58;1,30;4,06;-1,31;2,82;4,59;2,26;4,52;0,49;0,51;0,67;5,04;-24,46;;16,89;0,78;-0,39;1.217.111.898,00
TRST;35,43;4,05;13,28;0,98;0,11;0,00;25,39;19,14;10,01;-4,93;-14,94;-1,47;2,54;;-0,11;;7,41;0,80;6,72;0,11;0,89;0,04;4,54;-3,33;;36,16;2,68;-3,44;676.911.123,00
TRTN;79,27;;7,34;1,33;0,37;94,08;54,59;34,24;4,60;10,87;6,27;1,82;2,51;3,12;-0,46;2,72;18,18;5,08;8,05;0,28;0,72;0,15;8,76;16,73;;59,39;10,80;-0,75;4.364.701.324,00
TRU;91,87;0,35;49,04;4,11;1,65;59,78;17,95;8,63;23,57;29,48;5,91;1,03;4,23;19,38;-1,97;2,05;8,38;3,36;6,70;0,40;0,60;0,39;9,51;-3,90;;22,48;1,88;-0,17;18.017.485.000,00
TRUE;1,70;;-4,44;1,41;1,08;82,71;-19,69;-19,70;-4,44;-1,67;2,78;-0,88;0,88;1,63;-6,85;4,71;-31,81;-24,37;-31,81;0,77;0,23;1,24;-13,08;;;1,27;-0,40;2,25;156.940.756,00
TRUP;52,04;;-524,26;6,70;2,67;14,66;0,75;-0,32;225,32;205,88;-19,45;-0,58;1,69;8,63;-10,70;1,70;-1,28;-0,51;2,13;0,40;0,60;1,58;27,34;;;7,80;-0,10;6,24;2.235.448.325,00
TRV;260,47;1,21;13,85;2,10;0,44;39,56;12,06;9,09;10,43;11,11;0,68;0,14;1,26;;-0,44;;15,15;3,14;12,50;0,21;0,79;0,35;8,01;13,78;;124,43;18,85;0,38;59.154.847.992,00
TRVG;3,69;;-2,06;0,45;0,36;97,66;-22,85;-22,48;-2,02;0,21;2,23;-0,50;0,46;0,82;-0,75;5,96;-21,87;-17,43;-24,57;0,80;0,20;0,78;-12,70;;;8,12;-1,78;-0,01;257.020.225,00
TRVI;5,89;;-12,66;6,03;5,60;;;;-12,65;-10,47;2,18;-1,04;;6,07;-433,32;15,38;-47,61;-44,25;-47,67;0,93;0,07;0,00;;;;0,98;-0,47;-0,31;599.276.872,00
TRVN;0,94;;-0,02;-0,03;0,04;-190,48;-5.702,38;-6.233,70;-0,03;-0,64;-0,61;;1,49;0,09;-0,18;2,42;-146,02;-177,38;-326,34;-1,21;2,21;0,03;-11,43;;;-26,98;-39,40;0,00;811.972,00
TS;38,19;1,41;11,19;1,61;1,27;34,60;18,39;20,49;12,46;11,73;-0,73;-0,09;2,29;4,96;-2,20;2,55;14,38;11,37;10,40;0,79;0,21;0,56;11,42;23,22;;23,87;3,43;0,04;20.582.304.000,00
TSBK;31,90;3,13;9,76;1,00;0,13;0,00;30,12;23,45;7,60;-4,68;-12,29;-1,62;2,29;;-0,13;;10,25;1,34;9,81;0,13;0,87;0,06;8,62;0,22;;31,96;3,28;2,59;252.841.600,00
TSC;30,58;;14,47;1,23;0,08;0,00;35,16;23,15;9,53;-4,83;-14,36;-1,85;3,35;;-0,08;;8,48;0,52;7,23;0,06;0,94;0,02;14,89;22,20;;24,92;2,11;0,20;1.028.616.402,00
TSCAP;25,35;;12,00;1,02;0,06;0,00;35,16;23,15;7,90;-4,83;-14,36;-1,85;2,78;;-0,06;;8,48;0,52;7,23;0,06;0,94;0,02;14,89;22,20;;24,92;2,11;0,17;1.028.616.402,00
TSCBP;24,54;;11,61;0,98;0,06;0,00;35,16;23,15;7,65;-4,83;-14,36;-1,85;2,69;;-0,06;;8,48;0,52;7,23;0,06;0,94;0,02;14,89;22,20;;24,92;2,11;0,16;1.028.616.402,00
TSCO;56,13;4,78;27,26;13,18;2,84;36,32;9,72;7,24;20,30;21,59;1,29;0,84;1,97;27,95;-4,38;1,41;48,35;10,42;26,33;0,22;0,78;1,44;12,25;14,39;;4,22;2,04;-0,27;29.505.791.385,00
TSE;2,97;0,66;-0,31;-0,16;0,04;7,92;-1,45;-10,37;-2,20;-49,63;-47,44;;0,03;0,31;-0,07;1,50;-51,83;-13,26;-4,54;-0,26;1,26;1,28;-1,43;;;-19,05;-9,87;0,01;108.020.409,00
TSEM;45,35;;25,37;3,05;2,22;24,46;14,20;12,33;22,03;19,22;-2,80;-0,39;3,13;5,29;-5,12;3,81;12,02;8,73;11,62;0,73;0,27;0,71;3,08;18,21;;15,11;1,82;0,27;5.148.626.562,00
TSHA;2,36;;-5,89;9,28;3,69;100,00;-1.199,81;-1.201,08;-5,89;-5,03;0,86;-1,35;70,72;5,21;-28,94;5,35;-157,59;-62,71;-88,89;0,40;0,60;0,05;;;;0,26;-0,40;0,06;510.894.846,00
TSLA;292,17;;155,60;12,74;7,60;17,66;8,42;6,38;118,02;114,36;-3,66;-0,39;9,93;32,08;-14,47;2,00;8,18;4,88;7,95;0,60;0,40;0,77;31,78;;;23,18;1,90;-2,82;950.729.641.554,00
TSLX;24,01;6,52;12,78;1,40;0,64;100,00;98,66;52,85;6,85;6,70;-0,14;-0,03;6,76;;-0,64;;10,99;5,03;20,24;0,46;0,54;0,10;5,48;3,83;;17,04;1,87;-0,13;2.249.507.736,00
TSM;228,66;0,83;44,33;13,95;8,06;54,88;44,62;40,29;40,02;39,25;-0,77;-0,27;17,86;33,03;-14,36;2,25;31,48;18,18;23,67;0,58;0,42;0,45;19,80;24,44;;16,46;5,18;1,30;1.190.929.434.222,00
TSN;55,88;2,65;21,88;1,09;0,55;6,78;3,23;1,70;11,56;16,22;4,67;0,44;0,37;5,44;-0,74;1,67;4,97;2,52;5,22;0,51;0,49;1,48;5,89;-23,08;;51,65;2,57;0,03;20.002.561.560,00
TSQ;8,06;4,85;-3,52;-2,38;0,24;26,31;-0,67;-8,45;-44,22;-195,15;-150,93;;0,30;5,26;-0,28;1,38;-67,64;-6,69;-1,10;-0,10;1,10;0,79;2,18;;;-3,42;-2,31;-2,06;133.264.725,00
TSRI;13,40;;0,02;1,64;1,18;14,20;2,35;1,69;0,01;0,01;-0,01;-0,60;0,00;1,91;-9,81;3,37;8.467,10;6.077,82;8.416,23;0,72;0,28;3.603,68;9,31;29,09;;8,15;690,48;0,00;29.071.300,00
TT;436,35;0,60;35,44;12,94;4,82;35,93;18,13;13,47;26,33;27,40;1,06;0,52;4,77;170,99;-7,36;1,09;36,53;13,60;24,67;0,37;0,63;1,01;8,69;12,72;;33,59;12,27;-0,46;96.970.456.580,00
TTC;74,26;1,51;22,14;4,99;1,98;33,44;10,92;7,82;15,86;17,89;2,03;0,64;1,73;8,10;-4,07;1,91;22,52;8,94;15,01;0,40;0,60;1,14;7,87;8,86;;14,87;3,35;-1,54;7.319.488.701,00
TTCF;0,15;;-0,09;0,18;0,07;-8,99;-61,32;-62,42;-0,09;-0,29;-0,20;0,38;0,06;-24,46;-0,13;0,99;-197,94;-73,05;-136,51;0,37;0,63;1,17;;;;0,84;-1,66;0,00;12.548.760,00
TTCFW;12,57;;-7,56;14,97;5,53;-8,99;-61,32;-62,42;-7,70;-0,29;-0,20;0,38;4,72;-2.049,88;-10,81;0,99;-197,94;-73,05;-136,51;0,37;0,63;1,17;;;;0,84;-1,66;-0,15;12.548.760,00
TTD;73,87;;88,32;13,40;6,38;100,00;20,90;16,04;67,77;64,53;-3,24;-0,64;14,16;16,74;-42,86;1,81;15,17;7,22;15,17;0,48;0,52;0,45;29,90;29,41;;5,53;0,84;0,84;36.395.950.122,00
TTE;60,97;5,50;5,84;1.120,25;463,49;35,58;17,28;9,07;3,07;3,07;0,00;0,14;0,53;20.237,24;-695,62;1,07;19.181,87;7.936,25;14.552,05;0,41;0,59;874,93;2,11;6,98;;0,05;10,48;0,05;134.901.440.280,00
TTEC;5,04;;-0,76;0,91;0,14;21,64;-6,64;-14,65;-1,67;-7,79;-6,11;3,33;0,11;0,75;-0,22;1,96;-120,19;-18,38;-18,31;0,15;0,85;1,25;6,08;;;5,52;-6,63;0,00;240.600.996,00
TTEK;36,71;1,28;51,51;6,16;2,32;16,55;6,25;3,44;28,38;30,83;2,45;0,53;1,77;64,74;-3,85;1,10;11,95;4,50;8,85;0,38;0,62;1,31;13,55;23,11;;5,97;0,71;-1,81;9.688.990.602,00
TTGT;6,82;;-40,08;1,94;0,66;63,12;-2,61;-5,34;-82,17;-91,71;-9,55;0,23;2,14;1,32;-1,48;10,49;-4,85;-1,65;-1,83;0,34;0,66;0,31;13,64;-19,20;;3,49;-0,17;0,40;484.695.420,00
TTI;3,32;;3,99;1,63;0,72;25,06;8,88;18,41;8,27;10,85;2,59;0,51;0,73;2,52;-1,38;2,54;40,81;18,14;-6,72;0,44;0,56;0,99;-10,41;;;2,05;0,84;0,01;444.463.820,00
TTM;25,18;;-12,48;3,32;0,45;33,91;-6,60;-4,20;-7,94;-9,51;-1,57;0,66;0,52;-52,37;-0,83;0,98;-26,59;-3,63;-15,75;0,14;0,86;0,87;-2,26;;;7,59;-2,02;-1,62;19.286.837.548,00
TTMI;43,30;;46,32;2,78;1,28;19,94;6,36;3,68;26,79;29,87;3,08;0,32;1,70;5,38;-2,36;2,07;6,00;2,76;5,20;0,46;0,54;0,75;-1,68;-14,64;;15,62;0,94;1,66;4.408.722.414,00
